spark.executor.cores,spark.executor.memory,spark.memory.fraction,spark.memory.storageFraction,spark.default.parallelism,spark.shuffle.compress,spark.shuffle.spill.compress,spark.broadcast.compress,spark.rdd.compress,spark.io.compression.codec,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.serializer,time
4,4126,0.598948114,0.500689734,10,TRUE,TRUE,TRUE,FALSE,lz4,48,32,org.apache.spark.serializer.JavaSerializer,154525
4,4144,0.602558749,0.499233606,9,TRUE,TRUE,TRUE,FALSE,lz4,48,32,org.apache.spark.serializer.JavaSerializer,154827
4,4125,0.601447477,0.500200256,10,TRUE,TRUE,TRUE,FALSE,lz4,48,32,org.apache.spark.serializer.JavaSerializer,155122
4,4116,0.600679988,0.50056136,10,TRUE,TRUE,TRUE,FALSE,lz4,48,32,org.apache.spark.serializer.JavaSerializer,155281
4,4135,0.597430185,0.500981615,10,TRUE,TRUE,TRUE,FALSE,lz4,48,32,org.apache.spark.serializer.JavaSerializer,155466
4,4312,0.602930638,0.499401702,8,TRUE,TRUE,TRUE,FALSE,lz4,48,32,org.apache.spark.serializer.JavaSerializer,155566
4,4134,0.602507237,0.498693914,9,TRUE,TRUE,TRUE,FALSE,lz4,48,32,org.apache.spark.serializer.JavaSerializer,155630
4,4182,0.596660879,0.501064698,10,TRUE,TRUE,TRUE,FALSE,lz4,48,32,org.apache.spark.serializer.JavaSerializer,155692
4,4169,0.604222398,0.499046737,9,TRUE,TRUE,TRUE,FALSE,lz4,48,32,org.apache.spark.serializer.JavaSerializer,156209
4,4126,0.602369759,0.499385878,9,TRUE,TRUE,TRUE,FALSE,lz4,48,32,org.apache.spark.serializer.JavaSerializer,156448
4,5113,0.597854467,0.49662074,15,TRUE,TRUE,TRUE,FALSE,lz4,48,32,org.apache.spark.serializer.JavaSerializer,156654
4,4117,0.603088178,0.499204346,9,TRUE,TRUE,TRUE,FALSE,lz4,48,32,org.apache.spark.serializer.JavaSerializer,156820
4,4126,0.602911883,0.498555205,9,TRUE,TRUE,TRUE,FALSE,lz4,48,32,org.apache.spark.serializer.JavaSerializer,158032
4,4097,0.602382367,0.499832988,9,TRUE,TRUE,TRUE,FALSE,lz4,48,32,org.apache.spark.serializer.JavaSerializer,158808
4,4123,0.602996597,0.498872427,9,TRUE,TRUE,TRUE,FALSE,lz4,48,32,org.apache.spark.serializer.JavaSerializer,162902
4,8014,0.564417803,0.501238823,58,TRUE,TRUE,TRUE,FALSE,lz4,48,33,org.apache.spark.serializer.JavaSerializer,163256
